                  q0             task.q+               q_sum                 q3D                diff
                   0         5.92788e-09         5.92788e-09         2.84042e-07         2.78115e-07
                   0         2.60997e-09         2.60997e-09                   0        -2.60997e-09
                   0         1.03528e-09         1.03528e-09                   0        -1.03528e-09
                   0         3.04834e-10         3.04834e-10                   0        -3.04834e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
        -8.65538e-12         1.60205e-07         1.60196e-07         8.35812e-06         8.19792e-06
        -7.27456e-12         3.06226e-07         3.06219e-07         1.98191e-05         1.95129e-05
        -2.48559e-12         2.04409e-07         2.04407e-07         3.36309e-05         3.34265e-05
        -1.31504e-12        -2.97089e-08        -2.97103e-08         3.92391e-05         3.92688e-05
        -4.40068e-13        -7.97561e-07        -7.97562e-07         4.59516e-05         4.67492e-05
        -4.07861e-14        -3.30081e-06        -3.30081e-06         5.40533e-05         5.73541e-05
        -1.77533e-15        -6.11411e-06        -6.11411e-06         6.03158e-05         6.64299e-05
           8.312e-17        -7.19893e-06        -7.19893e-06         6.46967e-05         7.18957e-05
        -1.49884e-15        -6.10976e-06        -6.10976e-06         6.63557e-05         7.24654e-05
        -2.06483e-14        -3.74637e-06        -3.74637e-06         6.49063e-05         6.86527e-05
        -1.65756e-13        -1.34295e-06        -1.34295e-06         6.02623e-05         6.16052e-05
        -9.48899e-13         2.71191e-08         2.71182e-08         5.16854e-05         5.16583e-05
        -1.31504e-12         1.33551e-07          1.3355e-07         4.99704e-05         4.98369e-05
        -3.65316e-12          4.1153e-07         4.11526e-07         3.84983e-05         3.80868e-05
         -8.3663e-12          4.1337e-07         4.13361e-07                   0        -4.13361e-07
        -8.41236e-12         3.16561e-07         3.16552e-07         1.78182e-05         1.75017e-05
                   0         2.13289e-07         2.13289e-07         1.15244e-05         1.13111e-05
                   0         1.34466e-07         1.34466e-07                   0        -1.34466e-07
                   0         8.03155e-08         8.03155e-08                   0        -8.03155e-08
                   0         4.55552e-08         4.55552e-08                   0        -4.55552e-08
                   0          2.4489e-08          2.4489e-08         1.29852e-06         1.27403e-06
                   0         1.24172e-08         1.24172e-08         6.73217e-07           6.608e-07
                   0         5.89955e-09         5.89955e-09         2.82662e-07         2.76762e-07
                   0         2.59885e-09         2.59885e-09                   0        -2.59885e-09
                   0         1.03127e-09         1.03127e-09                   0        -1.03127e-09
                   0         3.03723e-10         3.03723e-10                   0        -3.03723e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
        -8.55706e-12         1.49547e-07         1.49538e-07         7.95523e-06         7.80569e-06
        -8.11662e-12         2.95524e-07         2.95516e-07         1.88515e-05          1.8556e-05
        -3.11406e-12         2.79077e-07         2.79074e-07         3.20496e-05         3.17705e-05
        -2.01876e-12         1.41613e-07         1.41611e-07          3.7422e-05         3.72804e-05
        -6.66155e-13        -3.40798e-07        -3.40798e-07         4.38006e-05         4.41414e-05
        -9.41134e-14        -1.89022e-06        -1.89022e-06         5.12879e-05         5.31781e-05
        -3.02902e-14         -3.5915e-06         -3.5915e-06         5.67518e-05         6.03433e-05
        -1.09002e-14          -4.248e-06          -4.248e-06         6.03163e-05         6.45643e-05
        -2.70869e-14        -3.58725e-06        -3.58725e-06         6.16037e-05         6.51909e-05
        -6.82132e-14        -2.15837e-06        -2.15837e-06         6.04656e-05          6.2624e-05
        -4.23404e-13        -6.76884e-07        -6.76884e-07          5.6576e-05         5.72528e-05
        -1.67985e-12           2.043e-07         2.04298e-07         4.88266e-05         4.86223e-05
        -2.01876e-12         2.72427e-07         2.72425e-07         4.72369e-05         4.69645e-05
        -4.64414e-12         4.28659e-07         4.28654e-07         3.64786e-05         3.60499e-05
        -8.41561e-12         3.94017e-07         3.94008e-07                   0        -3.94008e-07
        -7.47497e-12         3.00103e-07         3.00096e-07         1.70402e-05         1.67401e-05
                   0         2.04099e-07         2.04099e-07          1.1087e-05         1.08829e-05
                   0         1.29659e-07         1.29659e-07                   0        -1.29659e-07
                   0         7.79277e-08         7.79277e-08                   0        -7.79277e-08
                   0         4.44151e-08         4.44151e-08                   0        -4.44151e-08
                   0         2.39662e-08         2.39662e-08         1.27147e-06         1.24751e-06
                   0          1.2188e-08          1.2188e-08         6.60781e-07         6.48593e-07
                   0         5.80396e-09         5.80396e-09         2.78058e-07         2.72254e-07
                   0         2.56126e-09         2.56126e-09                   0        -2.56126e-09
                   0         1.01767e-09         1.01767e-09                   0        -1.01767e-09
                   0         2.99955e-10         2.99955e-10                   0        -2.99955e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
        -6.76917e-12         1.32216e-07         1.32209e-07         7.21674e-06         7.08453e-06
        -8.43208e-12         2.72852e-07         2.72843e-07          1.6999e-05         1.67262e-05
        -4.86621e-12         3.50061e-07         3.50056e-07          2.8777e-05          2.8427e-05
        -3.24467e-12         3.18721e-07         3.18718e-07         3.36061e-05         3.32874e-05
        -1.92941e-12         1.28809e-07         1.28807e-07         3.93331e-05         3.92043e-05
        -5.77894e-13        -5.11719e-07         -5.1172e-07         4.58732e-05         4.63849e-05
        -2.87798e-13        -1.16786e-06        -1.16786e-06         5.03534e-05         5.15212e-05
        -1.93635e-13        -1.41032e-06        -1.41032e-06         5.30737e-05          5.4484e-05
        -2.71803e-13        -1.15971e-06        -1.15971e-06         5.40002e-05           5.516e-05
        -4.88464e-13        -6.07691e-07        -6.07691e-07         5.31244e-05          5.3732e-05
        -1.16726e-12         4.02866e-09          4.0275e-09         5.00072e-05         5.00032e-05
        -2.94452e-12         3.88119e-07         3.88116e-07         4.33887e-05         4.30005e-05
        -3.24467e-12         4.14032e-07         4.14029e-07          4.2005e-05          4.1591e-05
         -6.4236e-12         4.31902e-07         4.31896e-07         3.26308e-05         3.21989e-05
        -8.50615e-12         3.58902e-07         3.58893e-07                   0        -3.58893e-07
        -5.72963e-12         2.72242e-07         2.72237e-07         1.56404e-05         1.53682e-05
                   0         1.87969e-07         1.87969e-07         1.03018e-05         1.01138e-05
                   0         1.21069e-07         1.21069e-07                   0        -1.21069e-07
                   0         7.35934e-08         7.35934e-08                   0        -7.35934e-08
                   0         4.23221e-08         4.23221e-08                   0        -4.23221e-08
                   0          2.2998e-08          2.2998e-08         1.22152e-06         1.19852e-06
                   0         1.17605e-08         1.17605e-08          6.3768e-07         6.25919e-07
                   0         5.62471e-09         5.62471e-09         2.69457e-07         2.63832e-07
                   0         2.49045e-09         2.49045e-09                   0        -2.49045e-09
                   0         9.91945e-10         9.91945e-10                   0        -9.91945e-10
                   0         2.92812e-10         2.92812e-10                   0        -2.92812e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
        -5.43921e-12         1.21062e-07         1.21057e-07         6.69304e-06         6.57198e-06
        -8.50158e-12         2.54872e-07         2.54863e-07          1.5646e-05         1.53912e-05
        -6.23622e-12         3.53889e-07         3.53883e-07         2.61311e-05         2.57772e-05
        -4.64956e-12         3.55258e-07         3.55254e-07          3.0396e-05         3.00407e-05
        -2.89434e-12         2.67178e-07         2.67175e-07           3.553e-05         3.52628e-05
        -1.33348e-12        -6.78047e-08         -6.7806e-08         4.14112e-05          4.1479e-05
        -6.37215e-13        -3.96513e-07        -3.96514e-07          4.5318e-05         4.57145e-05
        -5.58659e-13        -5.11488e-07        -5.11489e-07         4.76054e-05         4.81169e-05
        -6.23784e-13        -3.86488e-07        -3.86489e-07         4.83497e-05         4.87362e-05
        -1.04306e-12        -1.06543e-07        -1.06544e-07         4.75756e-05         4.76822e-05
          -2.206e-12         2.19037e-07         2.19035e-07         4.48475e-05         4.46285e-05
        -4.16935e-12         4.23574e-07          4.2357e-07         3.90396e-05          3.8616e-05
        -4.64956e-12         4.34681e-07         4.34676e-07         3.78366e-05         3.74019e-05
        -7.70341e-12          4.1344e-07         4.13433e-07         2.97457e-05         2.93322e-05
        -8.57267e-12         3.34372e-07         3.34364e-07                   0        -3.34364e-07
        -4.42922e-12         2.53448e-07         2.53443e-07         1.46585e-05          1.4405e-05
                   0         1.76752e-07         1.76752e-07         9.74976e-06         9.57301e-06
                   0         1.14968e-07         1.14968e-07                   0        -1.14968e-07
                   0         7.04606e-08         7.04606e-08                   0        -7.04606e-08
                   0         4.07899e-08         4.07899e-08                   0        -4.07899e-08
                   0         2.22821e-08         2.22821e-08         1.18537e-06         1.16308e-06
                   0          1.1442e-08          1.1442e-08         6.20875e-07         6.09433e-07
                   0         5.49026e-09         5.49026e-09         2.63166e-07         2.57676e-07
                   0         2.43704e-09         2.43704e-09                   0        -2.43704e-09
                   0         9.72462e-10         9.72462e-10                   0        -9.72462e-10
                   0         2.87385e-10         2.87385e-10                   0        -2.87385e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
        -4.02191e-12         1.10432e-07         1.10428e-07         6.14488e-06         6.03445e-06
        -8.57468e-12         2.35385e-07         2.35377e-07         1.42144e-05          1.3979e-05
        -7.64905e-12         3.32375e-07         3.32367e-07         2.31381e-05         2.28058e-05
         -6.1642e-12         3.44824e-07         3.44817e-07         2.66448e-05            2.63e-05
        -4.23302e-12         3.09187e-07         3.09183e-07         3.09873e-05         3.06782e-05
           -2.45e-12         1.40908e-07         1.40906e-07         3.61337e-05         3.59928e-05
        -1.63084e-12        -2.33583e-08          -2.336e-08         3.94848e-05         3.95082e-05
        -1.37675e-12        -7.73861e-08        -7.73875e-08         4.13825e-05         4.14598e-05
        -1.58724e-12        -1.22492e-08        -1.22508e-08         4.19615e-05         4.19737e-05
         -2.1921e-12         1.32919e-07         1.32917e-07         4.12606e-05         4.11277e-05
        -3.23454e-12         3.04992e-07         3.04989e-07         3.88907e-05         3.85857e-05
        -5.71765e-12          4.0848e-07         4.08474e-07         3.40653e-05         3.36568e-05
         -6.1642e-12         4.12506e-07           4.125e-07         3.31005e-05          3.2688e-05
        -8.39364e-12          3.8334e-07         3.83332e-07         2.66434e-05         2.62601e-05
        -8.64286e-12         3.09689e-07          3.0968e-07                   0         -3.0968e-07
        -3.04164e-12         2.34986e-07         2.34983e-07         1.36336e-05         1.33987e-05
                   0         1.65503e-07         1.65503e-07         9.16862e-06         9.00311e-06
                   0         1.08733e-07         1.08733e-07                   0        -1.08733e-07
                   0         6.72118e-08         6.72118e-08                   0        -6.72118e-08
                   0         3.91828e-08         3.91828e-08                   0        -3.91828e-08
                   0         2.15246e-08         2.15246e-08         1.14571e-06         1.12419e-06
                   0         1.11025e-08         1.11025e-08         6.02308e-07         5.91206e-07
                   0         5.34613e-09         5.34613e-09         2.56167e-07         2.50821e-07
                   0          2.3795e-09          2.3795e-09                   0         -2.3795e-09
                   0         9.51394e-10         9.51394e-10                   0        -9.51394e-10
                   0         2.81501e-10         2.81501e-10                   0        -2.81501e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         8.65883e-08         8.65883e-08         4.85062e-06         4.76403e-06
        -6.93447e-12         1.84423e-07         1.84417e-07         1.09053e-05         1.07209e-05
        -8.53146e-12         2.55832e-07         2.55823e-07         1.67695e-05         1.65137e-05
         -8.4526e-12          2.7169e-07         2.71682e-07         1.89069e-05         1.86352e-05
        -8.35223e-12          2.8028e-07         2.80272e-07         2.16869e-05         2.14067e-05
        -6.37954e-12         2.63955e-07         2.63949e-07         2.52243e-05         2.49604e-05
        -5.27302e-12         2.38736e-07         2.38731e-07         2.74893e-05         2.72506e-05
        -4.93738e-12         2.32669e-07         2.32664e-07         2.86899e-05         2.84572e-05
        -5.21515e-12         2.50327e-07         2.50321e-07         2.89966e-05         2.87463e-05
        -6.02734e-12         2.82587e-07         2.82581e-07         2.84667e-05         2.81841e-05
        -7.47055e-12         3.14626e-07         3.14619e-07         2.68746e-05         2.65599e-05
        -8.42916e-12         3.24128e-07         3.24119e-07         2.39874e-05         2.36632e-05
         -8.4526e-12         3.22678e-07         3.22669e-07         2.34516e-05         2.31289e-05
         -8.6061e-12         2.99674e-07         2.99665e-07          1.9875e-05         1.95753e-05
        -5.51134e-12         2.49376e-07         2.49371e-07                   0        -2.49371e-07
                   0         1.92194e-07         1.92194e-07         1.11865e-05         1.09943e-05
                   0         1.38494e-07         1.38494e-07         7.74921e-06         7.61072e-06
                   0          9.3294e-08          9.3294e-08         5.09423e-06         5.00094e-06
                   0         5.89524e-08         5.89524e-08                   0        -5.89524e-08
                   0         3.50102e-08         3.50102e-08         1.80742e-06         1.77241e-06
                   0         1.95246e-08         1.95246e-08         1.04221e-06         1.02268e-06
                   0         1.01938e-08         1.01938e-08          5.5332e-07         5.43126e-07
                   0         4.95591e-09         4.95591e-09         2.37497e-07         2.32541e-07
                   0         2.22224e-09         2.22224e-09         4.17574e-08         3.95352e-08
                   0         8.93355e-10         8.93355e-10                   0        -8.93355e-10
                   0         2.65208e-10         2.65208e-10                   0        -2.65208e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         6.27926e-08         6.27926e-08         3.54675e-06         3.48396e-06
                   0         1.32207e-07         1.32207e-07         7.77447e-06         7.64227e-06
        -6.07752e-12         1.84327e-07         1.84321e-07         1.15678e-05         1.13835e-05
        -7.63605e-12         1.99528e-07         1.99521e-07         1.29117e-05         1.27121e-05
        -8.65236e-12          2.1605e-07         2.16041e-07         1.46644e-05         1.44484e-05
        -8.55164e-12          2.3052e-07         2.30512e-07         1.69352e-05         1.67047e-05
        -8.49674e-12         2.35933e-07         2.35924e-07         1.83975e-05         1.81616e-05
        -8.48028e-12         2.40106e-07         2.40098e-07         1.91539e-05         1.89138e-05
        -8.49389e-12         2.45601e-07         2.45593e-07         1.93319e-05         1.90863e-05
        -8.53406e-12         2.50762e-07         2.50753e-07         1.89912e-05         1.87405e-05
        -8.60671e-12         2.51357e-07         2.51348e-07         1.80336e-05         1.77823e-05
        -8.09536e-12         2.42034e-07         2.42026e-07          1.6382e-05           1.614e-05
        -7.63605e-12         2.39585e-07         2.39577e-07         1.60802e-05         1.58406e-05
        -4.58465e-12         2.20081e-07         2.20076e-07         1.40553e-05         1.38352e-05
                   0         1.86967e-07         1.86967e-07                   0        -1.86967e-07
                   0         1.48025e-07         1.48025e-07         8.61863e-06         8.47061e-06
                   0         1.09593e-07         1.09593e-07         6.18333e-06         6.07373e-06
                   0         7.59595e-08         7.59595e-08         4.18833e-06         4.11237e-06
                   0          4.9293e-08          4.9293e-08                   0         -4.9293e-08
                   0          2.9958e-08          2.9958e-08         1.56079e-06         1.53083e-06
                   0         1.70335e-08         1.70335e-08         9.12318e-07         8.95285e-07
                   0          9.0348e-09          9.0348e-09         4.90584e-07          4.8155e-07
                   0         4.44815e-09         4.44815e-09         2.13092e-07         2.08644e-07
                   0         2.01414e-09         2.01414e-09         3.77867e-08         3.57726e-08
                   0         8.15517e-10         8.15517e-10                   0        -8.15517e-10
                   0          2.4316e-10          2.4316e-10                   0         -2.4316e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         4.20571e-08         4.20571e-08         2.40791e-06         2.36585e-06
                   0         8.82862e-08         8.82862e-08         5.19052e-06         5.10224e-06
                   0         1.24188e-07         1.24188e-07         7.58169e-06          7.4575e-06
                   0         1.35486e-07         1.35486e-07          8.4122e-06         8.27672e-06
                   0         1.49124e-07         1.49124e-07         9.48922e-06         9.34009e-06
         -3.5775e-12         1.64775e-07         1.64772e-07         1.08833e-05         1.07185e-05
        -4.61912e-12         1.74048e-07         1.74044e-07         1.17835e-05         1.16095e-05
        -4.92903e-12         1.79121e-07         1.79116e-07         1.22512e-05         1.20721e-05
        -4.67276e-12         1.81181e-07         1.81176e-07         1.23695e-05         1.21883e-05
        -3.91228e-12         1.80669e-07         1.80665e-07         1.21858e-05         1.20052e-05
        -2.52207e-12         1.76693e-07         1.76691e-07         1.16587e-05          1.1482e-05
                   0         1.67679e-07         1.67679e-07          1.0752e-05         1.05844e-05
                   0         1.65819e-07         1.65819e-07         1.05862e-05         1.04204e-05
                   0         1.52455e-07         1.52455e-07         9.46084e-06         9.30838e-06
                   0         1.31498e-07         1.31498e-07                   0        -1.31498e-07
                   0         1.06881e-07         1.06881e-07         6.23073e-06         6.12385e-06
                   0         8.15381e-08         8.15381e-08         4.63585e-06         4.55432e-06
                   0         5.82755e-08         5.82755e-08         3.24675e-06         3.18848e-06
                   0         3.89563e-08         3.89563e-08                   0        -3.89563e-08
                   0         2.43195e-08         2.43195e-08         1.28176e-06         1.25744e-06
                   0         1.41509e-08         1.41509e-08         7.61788e-07         7.47637e-07
                   0         7.65151e-09         7.65151e-09         4.16021e-07         4.08369e-07
                   0         3.82595e-09         3.82595e-09         1.83338e-07         1.79512e-07
                   0         1.75341e-09         1.75341e-09         3.28497e-08         3.10963e-08
                   0         7.16242e-10         7.16242e-10                   0        -7.16242e-10
                   0         2.14709e-10         2.14709e-10                   0        -2.14709e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         2.61396e-08         2.61396e-08         1.51679e-06         1.49065e-06
                   0         5.48857e-08         5.48857e-08         3.23825e-06         3.18336e-06
                   0         7.75304e-08         7.75304e-08         4.67836e-06         4.60083e-06
                   0         8.48784e-08         8.48784e-08         5.17107e-06          5.0862e-06
                   0          9.4072e-08          9.4072e-08         5.80574e-06         5.71166e-06
                   0         1.05308e-07         1.05308e-07          6.6238e-06         6.51849e-06
                   0         1.12292e-07         1.12292e-07         7.15366e-06         7.04137e-06
                   0         1.16021e-07         1.16021e-07         7.43534e-06         7.31932e-06
                   0         1.17301e-07         1.17301e-07         7.51952e-06         7.40222e-06
                   0         1.16597e-07         1.16597e-07         7.43797e-06         7.32137e-06
                   0         1.13579e-07         1.13579e-07         7.17249e-06         7.05891e-06
                   0         1.07725e-07         1.07725e-07         6.70343e-06          6.5957e-06
                   0         1.06587e-07         1.06587e-07         6.61683e-06         6.51024e-06
                   0         9.86856e-08         9.86856e-08         6.01988e-06          5.9212e-06
                   0         8.65316e-08         8.65316e-08         5.16529e-06         5.07876e-06
                   0         7.20395e-08         7.20395e-08         4.20716e-06         4.13512e-06
                   0         5.65774e-08         5.65774e-08         3.23949e-06         3.18291e-06
                   0         4.17105e-08         4.17105e-08         2.34718e-06         2.30547e-06
                   0         2.87557e-08         2.87557e-08                   0        -2.87557e-08
                   0         1.84774e-08         1.84774e-08          9.8668e-07         9.68203e-07
                   0         1.10307e-08         1.10307e-08         5.97679e-07         5.86648e-07
                   0          6.0955e-09          6.0955e-09         3.32157e-07         3.26062e-07
                   0         3.10238e-09         3.10238e-09           1.488e-07         1.45698e-07
                   0          1.4416e-09          1.4416e-09         2.69783e-08         2.55367e-08
                   0         5.94856e-10         5.94856e-10                   0        -5.94856e-10
                   0         1.79416e-10         1.79416e-10                   0        -1.79416e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         1.49566e-08         1.49566e-08         8.71156e-07           8.562e-07
                   0         3.14457e-08         3.14457e-08         1.84993e-06         1.81848e-06
                   0         4.45803e-08         4.45803e-08         2.65553e-06         2.61095e-06
                   0         4.89047e-08         4.89047e-08         2.92838e-06         2.87947e-06
                   0         5.43801e-08         5.43801e-08         3.27804e-06         3.22366e-06
                   0         6.12009e-08         6.12009e-08         3.72751e-06         3.66631e-06
                   0         6.55514e-08         6.55514e-08         4.02077e-06         3.95521e-06
                   0         6.79446e-08         6.79446e-08         4.18226e-06         4.11431e-06
                   0         6.88413e-08         6.88413e-08         4.24028e-06         4.17144e-06
                   0         6.85602e-08         6.85602e-08         4.21363e-06         4.14507e-06
                   0         6.69728e-08         6.69728e-08         4.09469e-06         4.02772e-06
                   0         6.38387e-08         6.38387e-08         3.87244e-06          3.8086e-06
                   0         6.32292e-08         6.32292e-08         3.83071e-06         3.76748e-06
                   0          5.9004e-08          5.9004e-08         3.53725e-06         3.47825e-06
                   0         5.25032e-08         5.25032e-08         3.10428e-06         3.05178e-06
                   0         4.46274e-08         4.46274e-08         2.59823e-06         2.55361e-06
                   0         3.59587e-08         3.59587e-08          2.0629e-06         2.02694e-06
                   0         2.72783e-08         2.72783e-08         1.54357e-06         1.51629e-06
                   0         1.93673e-08         1.93673e-08                   0        -1.93673e-08
                   0         1.28031e-08         1.28031e-08         6.91578e-07         6.78775e-07
                   0         7.84366e-09         7.84366e-09         4.27549e-07         4.19705e-07
                   0         4.43246e-09         4.43246e-09         2.42045e-07         2.37613e-07
                   0         2.29788e-09         2.29788e-09         1.10331e-07         1.08033e-07
                   0         1.08327e-09         1.08327e-09         2.02562e-08         1.91729e-08
                   0         4.51718e-10         4.51718e-10                   0        -4.51718e-10
                   0         1.37111e-10         1.37111e-10                   0        -1.37111e-10
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         7.48913e-09         7.48913e-09         4.26046e-07         4.18557e-07
                   0         1.57685e-08         1.57685e-08         9.02214e-07         8.86445e-07
                   0         2.24052e-08         2.24052e-08         1.29071e-06         1.26831e-06
                   0         2.46046e-08         2.46046e-08         1.42157e-06         1.39696e-06
                   0         2.74066e-08         2.74066e-08         1.58889e-06         1.56149e-06
                   0         3.09396e-08         3.09396e-08                   0        -3.09396e-08
                   0         3.32387e-08         3.32387e-08                   0        -3.32387e-08
                   0         3.45499e-08         3.45499e-08                   0        -3.45499e-08
                   0         3.51024e-08         3.51024e-08                   0        -3.51024e-08
                   0         3.50684e-08         3.50684e-08                   0        -3.50684e-08
                   0            3.44e-08            3.44e-08         2.01465e-06         1.98025e-06
                   0         3.29863e-08         3.29863e-08         1.92483e-06         1.89184e-06
                   0         3.27071e-08         3.27071e-08         1.90756e-06         1.87486e-06
                   0         3.07531e-08         3.07531e-08         1.78321e-06         1.75246e-06
                   0         2.76972e-08         2.76972e-08         1.59396e-06         1.56626e-06
                   0         2.39252e-08         2.39252e-08          1.3644e-06         1.34047e-06
                   0         1.96689e-08         1.96689e-08          1.1118e-06         1.09213e-06
                   0         1.52686e-08         1.52686e-08         8.55891e-07         8.40622e-07
                   0         1.11092e-08         1.11092e-08                   0        -1.11092e-08
                   0         7.52429e-09         7.52429e-09         4.07173e-07         3.99648e-07
                   0         4.71492e-09         4.71492e-09          2.5691e-07         2.52195e-07
                   0         2.71773e-09         2.71773e-09         1.48131e-07         1.45413e-07
                   0         1.43228e-09         1.43228e-09         6.86956e-08         6.72634e-08
                   0         6.83954e-10         6.83954e-10         1.27707e-08         1.20867e-08
                   0         2.87891e-10         2.87891e-10                   0        -2.87891e-10
                   0         8.78771e-11         8.78771e-11                   0        -8.78771e-11
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         2.33507e-09         2.33507e-09         1.43812e-07         1.41477e-07
                   0         4.92044e-09         4.92044e-09         3.04416e-07         2.99495e-07
                   0         7.00031e-09         7.00031e-09         4.35286e-07         4.28286e-07
                   0         7.69231e-09         7.69231e-09          4.7934e-07         4.71647e-07
                   0         8.57678e-09         8.57678e-09         5.35666e-07         5.27089e-07
                   0         9.69905e-09         9.69905e-09         6.08194e-07         5.98495e-07
                   0         1.04386e-08         1.04386e-08         6.56276e-07         6.45837e-07
                   0         1.08712e-08         1.08712e-08         6.84144e-07         6.73273e-07
                   0         1.10675e-08         1.10675e-08         6.96304e-07         6.85236e-07
                   0          1.1083e-08          1.1083e-08         6.95975e-07         6.84892e-07
                   0         1.09055e-08         1.09055e-08         6.82336e-07         6.71431e-07
                   0         1.05005e-08         1.05005e-08         6.53528e-07         6.43028e-07
                   0         1.04191e-08         1.04191e-08         6.47949e-07          6.3753e-07
                   0         9.84391e-09         9.84391e-09         6.07472e-07         5.97628e-07
                   0         8.93211e-09         8.93211e-09         5.45356e-07         5.36424e-07
                   0          7.7905e-09          7.7905e-09         4.69304e-07         4.61514e-07
                   0          6.4813e-09          6.4813e-09          3.8483e-07         3.78349e-07
                   0          5.1015e-09          5.1015e-09         2.98351e-07          2.9325e-07
                   0         3.76788e-09         3.76788e-09                   0        -3.76788e-09
                   0         2.59096e-09         2.59096e-09         1.44179e-07         1.41588e-07
                   0         1.64695e-09         1.64695e-09         9.14864e-08         8.98395e-08
                   0          9.6142e-10          9.6142e-10         5.30173e-08         5.20559e-08
                   0         5.12057e-10         5.12057e-10         2.47049e-08         2.41928e-08
                   0         2.46554e-10         2.46554e-10         4.60878e-09         4.36223e-09
                   0         1.04405e-10         1.04405e-10                   0        -1.04405e-10
                   0         3.19838e-11         3.19838e-11                   0        -3.19838e-11
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0                   0                   0                   0                   0
                   0         2.99098e-09         2.99098e-09         1.65428e-07         1.62437e-07
                   0         6.30491e-09         6.30491e-09         3.50219e-07         3.43914e-07
                   0         8.97348e-09         8.97348e-09         5.00855e-07         4.91881e-07
                   0         9.85909e-09         9.85909e-09         5.51559e-07           5.417e-07
                   0         1.09906e-08         1.09906e-08         6.16383e-07         6.05392e-07
                   0         1.24163e-08         1.24163e-08         6.99782e-07         6.87366e-07
                   0         1.33412e-08         1.33412e-08         7.54918e-07         7.41577e-07
                   0         1.38616e-08         1.38616e-08         7.86653e-07         7.72792e-07
                   0         1.40693e-08         1.40693e-08         8.00197e-07         7.86127e-07
                   0         1.40355e-08         1.40355e-08         7.99226e-07          7.8519e-07
                   0         1.37423e-08         1.37423e-08         7.82741e-07         7.68998e-07
                   0         1.31467e-08         1.31467e-08         7.48607e-07         7.35461e-07
                   0         1.30304e-08         1.30304e-08         7.42028e-07         7.28997e-07
                   0         1.22241e-08         1.22241e-08         6.94496e-07         6.82272e-07
                   0         1.09796e-08         1.09796e-08         6.21893e-07         6.10913e-07
                   0         9.46223e-09         9.46223e-09         5.33461e-07         5.23999e-07
                   0         7.76491e-09         7.76491e-09         4.35754e-07         4.27989e-07
                   0         6.02139e-09         6.02139e-09         3.36325e-07         3.30304e-07
                   0         4.37974e-09         4.37974e-09                   0        -4.37974e-09
                   0         2.96796e-09         2.96796e-09         1.60861e-07         1.57893e-07
                   0         1.86251e-09         1.86251e-09         1.01694e-07         9.98313e-08
                   0          1.0762e-09          1.0762e-09         5.87445e-08         5.76683e-08
                   0          5.6904e-10          5.6904e-10         2.72953e-08         2.67263e-08
